NatEmis,Province,Official_Institution_Name,STATUS,Sector,Phase_PED,Specialisation,GIS_Long,GIS_Lat,District Mun Name,Local MunName,Ward_ID,StreetAddress,Telephones,Telephone,Section21,School Fees,Urban_Rural,Towns/suburb,suburb_Latitude,suburb_longitude,Distance
700210674,Gt,Laerskool Doringkloof,Open,Public,Primary School,Ordinary,28.20474352,-25.85907076,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900065,"164, Karin Street, Doringkloof, Centurion",126671977,126671977,Yes,Yes,Urban,Doringkloof,-25.8563889,28.2102778,11.02469344343343
700240275,Gt,Laerskool Haakdoorn,Open,Public,Primary School,Ordinary,28.13422781,-25.59989482,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900096,"247, Swaeltjie Street, Haakdoornboom, Pretoria",125619013,125619013,Yes,Yes,Rural,Haakdoornboom,-25.5871397,28.1366795,21.07584566592781
700911112,Gt,Marokolong Primary School,Open,Public,Primary School,Ordinary,28.288564358,-25.384599407,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900074,"0943, Mosana Avenue, Marokolong Village, Hammanskraal, Pretoria",129426596,129426596,Yes,No,Urban,Marokolong,-25.3847222,28.2927778,42.3870490690021
700221507,Gt,Jan Kotlolo Primary School,Open,Public,Primary School,Ordinary,28.361844,-25.729675,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900086,"2228, Hallelujah Street, Nellmapius, Silverton, Pretoria",128140082,128140082,Yes,No,Urban,Nellmapius,-25.7358,28.3637,12.88939556535251
700220327,Gt,Laerskool Lindopark,Open,Public,Primary School,Ordinary,28.27192971,-25.71190129,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900087,"24, Carnation Street, Lindopark, Pretoria",128001608,128001608,Yes,Yes,Urban,Lindopark,-25.7134692,28.2770757,6.693538796942583
700240499,Gt,A Re Thabeng Primary School,Open,Public,Primary School,Ordinary,28.106024902,-25.542361802,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900036,"1670, Block L, Soshanguve, Pretoria",127972726,127972726,Yes,No,Urban,Block L Soshanguve ,-25.54041,28.09889,28.02199131246965
700241075,Gt,Phakamonola Primary School,Open,Public,Primary School,Ordinary,28.084036,-25.464726,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900011,"194, Block Ll, Soshanguve, Pretoria",120230760,120230760,Yes,No,Urban,Block L Soshanguve,-25.54041,28.09889,36.69901538345307
700231902,Gt,Sefako Mapogo Makgatho Primary School,Open,Public,Primary School,Ordinary,28.06188544,-25.774446,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900068,"2, Sakweng, Saulsville, Saulsville, Pretoria",123755412,123755412,Yes,No,Urban,Saulsville,-25.7702778,28.0547222,17.83025156406749
700211144,Gt,Sutherland High School,Open,Public,Secondary School,Ordinary,28.143744699,-25.840894651,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900070,"1333, Willem Botha Avenue, Eldoraigne, Centurion",126585880,126585880,Yes,Yes,Urban,Eldoraigne,-25.8444444,28.1580556,12.7776946775166
700241398,Gt,Tipfuxeni Primary School,Open,Public,Primary School,Ordinary,28.088726676,-25.528929723,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900035,"1960, Soshanguve, Tshwane, Tshwane, Pretoria",818462100,818462100,Yes,No,Rural,Soshanguve,-25.5263889,28.0994444,30.17028140631698
700210831,Gt,Laerskool Uitsig,Open,Public,Primary School,Ordinary,28.13156869,-25.89874737,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900064,"46, Yelandastreet, The Reeds, Centurion",126550753,126550753,Yes,Yes,Rural,The Reeds,-25.8991667,28.1341667,18.37201164397647
700910780,Gt,Kulani Primary School,Open,Public,Primary School,Ordinary,28.06573792,-25.445827344,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900024,"1378, Anglican Stand, Winterveldt, Pretoria",825542591,825542591,Yes,No,Urban,Winterveldt,-25.48843435,28.07315823773349,39.38338550775807
700220608,Gt,Emasangwene Primary School,Open,Public,Primary School,Ordinary,28.410656,-25.707759,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900017,"25675, Emasangweni Street, Mamelodi Ext 7, Mamelodi East, Pretoria",129425337,129425337,Yes,No,Urban,Mamelodi East,-25.7102,28.4008,18.31074900676518
700241216,Gt,Rivoningo Primary School,Open,Public,Primary School,Ordinary,28.082747,-25.457133,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900011,"971, Block Jj, Soshanguve, Pretoria",127132011,127132011,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,37.5164360316329
700910276,Gt,Dikgakologo Primary School,Open,Public,Primary School,Ordinary,28.05565358,-25.45232909,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900024,"1336, Klippan, Winterveldt, Winterveldt, Pretoria",825562505,825562505,Yes,No,Urban,Winterveldt,-25.48843435,28.07315823773349,39.20494067715389
700400520,Gt,Mahube Valley Primary School,Open,Public,Primary School,Ordinary,28.410053,-25.702517,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900017,"59, S S Mokone, Mahube Valley, Mamelodi, Pretoria",798676824,798676824,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,18.46267642600982
700232645,Gt,Christian Progressive School,Open,Independent,Combined School,Ordinary,28.19056112,-25.74412911,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900058,"142, Andries Street, , Pretoria",123287944,123287944,No,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,5.390046042528768
700210823,Gt,Laerskool Tygerpoort,Open,Public,Primary School,Ordinary,28.35498458,-25.7964116,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900101,"41, Henrylaan, Shere, Pretoria",128090029,128090029,Yes,Yes,Rural,Shere,-25.7976,28.3588,12.1269028427498
700400699,Gt,Rosslyn Primary School,Open,Public,Primary School,Ordinary,28.055307,-25.625377,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900032,"667, Inhlava Street, Nkwe Estate, Rosslyn Ext. 15, Pretoria",127860809,127860809,Yes,No,Urban,Nkwe Estate,-25.5015123153,28.0386664778,24.06166367594108
700220715,Gt,Mahube Valley Secondary School,Open,Public,Secondary School,Ordinary,28.412144,-25.699791,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900017,"627, Ss Mokone Street, Mahube Valley, Mamelodi East, Pretoria",124016300,124016300,Yes,No,Urban,Mahube Valley,-25.702388,28.4098589,18.77116177183536
700210161,Gt,Hoërskool Eldoraigne,Open,Public,Secondary School,Ordinary,28.14650789,-25.84267398,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900070,"26, Christopherweg, Eldoraigne, Centurion",126602066,126602066,Yes,Yes,Urban,Eldoraigne,-25.8444444,28.1580556,12.70453911586091
700240317,Gt,Laerskool Stephanus Roos,Open,Public,Primary School,Ordinary,28.22164751,-25.679544219,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900050,"273, Antun Straat, , Sinoville, Pretoria",125675121,125675121,Yes,Yes,Urban,Sinoville,-25.6755556,28.2197222,9.587868254454758
700241273,Gt,Senthibele Senior Secondary School,Open,Public,Secondary School,Ordinary,28.126028,-25.474462,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900027,"1556, Block R, Soshanguve, Pretoria",129439228,129439228,Yes,No,Urban,Block R Soshanguve,-25.47277,28.12156,34.09615243086901
700212267,Gt,Walter Sisulu Primary School,Open,Public,Primary School,Ordinary & Full Service,28.098513,-25.909806,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900106,"2675, Umhlume, Olievenhoutbosch, Centurion",126521151,126521151,Yes,No,Urban,Olievenhoutbosch,-25.88841,28.09172,21.40106354897009
700221440,Gt,Ramahlale Primary School,Open,Public,Primary School,Ordinary,28.404118,-25.710969,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900016,"28790, Buthelezi Street Ext 5, Mamelodi East, Mamelodi, Pretoria",128127870,128127870,Yes,No,Urban,Mamelodi East,-25.7102,28.4008,17.57256664198132
700241158,Gt,Refithlile Pele Primary School No 1,Open,Public,Primary School,Ordinary,28.070256668,-25.559803796,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900089,"1714, Block Tt, Soshanguve, Pretoria",127918050,127918050,Yes,No,Rural,Soshanguve,-25.5263889,28.0994444,28.3337404308855
700240929,Gt,Makhosini Combined Secondary School,Open,Public,Secondary School,Ordinary,28.08998235,-25.44806287,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900011,"523, Soshanguve, Soshanguve, Pretoria",127130907,127130907,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,38.13962448362087
700220582,Gt,Cornerstone College Sec. School,Open,Independent,Combined School,Ordinary,28.299035,-25.727896667,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900041,"530, Moreleta  Street, , Silverton, Pretoria",128048350,128048350,No,Yes,Urban,Silverton,-25.7298,28.3024,7.242475168362538
700220160,Gt,Hoërskool F H Odendaal,Open,Public,Secondary School,Ordinary,28.28560203,-25.69846727,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900087,"200, Baviaanspoortweg, Derdepoort, East Lynn, Pretoria",128001141,128001141,Yes,Yes,Urban,Derdepoort,-25.6738889,28.2572222,8.675445182920708
700220335,Gt,Laerskool Meyerspark,Open,Public,Primary School,Ordinary,28.31455023,-25.7400593,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900041,"211, Manser Street, Meyerspark, Pretoria",128037505,128037505,Yes,Yes,Urban,Meyerspark,-25.7394444,28.32,8.024215495750502
700220194,Gt,Hoërskool Staatspresident C R Swart,Open,Public,Secondary School,Ordinary,28.25733081,-25.70911576,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900084,"1371, Collins Avenue, Waverley, Pretoria",123333712,123333712,Yes,Yes,Urban,Waverley,-25.701,28.256,6.407491173069443
700220061,Gt,P S Fourie Primary School,Open,Public,Primary School,Ordinary,28.31209776,-25.7146801,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900043,"0, St. Joseph Ave, Eersterust, Pretoria",128065023,128065023,Yes,Yes,Urban,Eersterust,-25.7206225,28.3064556,9.16175943895125
700221028,Gt,Stanza Bopape Secondary School,Open,Public,Secondary School,Ordinary,28.389165385,-25.703223767,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900093,"13413, Matlhare Street, Mamelodi East, Mamelodi, Pretoria",722779113,722779113,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,16.50361088202575
700230086,Gt,Omar H.S.Ebrahim Lotus Gardens Primary School,Open,Public,Primary School,Ordinary,28.08973868,-25.749558145,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900007,"131, Cyeme Crescent, Lotus Gardens, , Pretoria",123781491,123781491,Yes,Yes,Urban,Lotus Gardens,-25.7483451,28.07831721410718,15.09665072538345
700400278,Gt,Pretoria Primary School,Open,Public,Primary School,Ordinary,28.19744,-25.755523,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900080,"169, Cnr Rissik And Gerard Moerdyk Street, Sunnyside, Pretoria",124409921,124409921,Yes,Yes,Urban,Sunnyside,-25.7535,28.2079,4.318125393041064
700910574,Gt,Itseng Primary School,Open,Public,Primary School,Ordinary,27.983452044,-25.421436883,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900024,"1032, 10 Morgan, Winterveldt, Winterveldt, Pretoria",127251300,127251300,Yes,No,Urban,Winterveldt ,-25.48843435,28.07315823773349,45.88953950093254
700911609,Gt,Pelotona Primary School,Open,Public,Secondary School,Ordinary,28.04125748,-25.51672384,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900020,"246, Pelotona, Mabopane, Mabopane, Pretoria",127010249,127010249,Yes,No,Urban,Mabopane,-25.5080556,28.0680556,33.90548524202143
700241810,Gt,Bokamoso Primary School,Open,Public,Primary School,Ordinary,28.082627179,-25.584805074,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900037,"6113, Extension 4, Soshanguve, Pretoria",129426597,129426597,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,25.37964798219705
700241117,Gt,Prestige College,Open,Independent,Combined School,Ordinary,28.27317585,-25.42713243,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900049,"116, Eike Avenue, , Klipdrift, Wonderboom",127118600,127118600,No,Yes,Rural,Klipdrift Wonderboom,-25.22,28.19,37.53984504608916
700230128,Gt,Afrikaanse Hoër Seunskool,Open,Public,Secondary School,Ordinary,28.22232476,-25.75645992,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900092,"1, Lynnwoodweg, Clydesdale, , Pretoria",123443805,123443805,Yes,Yes,Urban,Clydesdale,-25.79772,28.21533,1.926987433891359
700400154,Gt,Sk Moseneke Primary School,Open,Public,Primary School,Ordinary,28.078631,-25.753965,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900007,"101, Ruthfirst & Joe Modise, Lotus Gardens, , Pretoria",123781606,123781606,Yes,No,Urban,Lotus Gardens,-25.7483451,28.07831721410718,16.1614565143091
700211441,Gt,Kgoro Primary School,Open,Public,Primary School,Ordinary,28.7190208,-25.7875743,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900102,"834, Kabini, Zithobeni, Bronkhorstspuit, Pretoria",129428012,129428012,Yes,No,Urban,Zithobeni,-25.7863889,28.72,48.18647191377036
700210849,Gt,Vhalliespark Primary School,Open,Public,Primary School,Ordinary,28.15248477,-25.80526317,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900066,"72, Bothmaweg, Valhalla, , Pretoria",126513102,126513102,Yes,Yes,Urban,Valhalla,-25.8105,28.1503,9.803796363297318
700920778,Gt,Baweze Primary School,Open,Public,Primary School,Ordinary & Full Service,28.74298884,-25.69339162,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900103,"310, 310 Section A, Ekangala, Bronkhorstpruit, Bronkhorstpruit",139344402,139344402,Yes,No,Urban,Section A Ekangala,-25.6768,28.733997,51.15520879252017
700240366,Gt,Laerskool Wonderboom,Open,Public,Primary School,Ordinary,28.19917651,-25.68286934,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900050,"0044, Braam Pretorius Street, Annlin, Pretoria",125430208,125430208,Yes,Yes,Urban,Annlin,-25.655,28.1980556,9.909328315643013
700220863,Gt,Mogale Primary School,Open,Public,Primary School,Ordinary,28.39263,-25.722145,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900016,"1473, Morula Street, Mamelodi Gardens, Mamelodi, Pretoria",128016340,128016340,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,16.08715193245482
700230185,Gt,Burgher Right Primary School,Open,Public,Primary School,Ordinary,28.15885423,-25.750762859,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900060,"370, Frederick, Pretoria West, , Pretoria",123270440,123270440,Yes,Yes,Urban,Pretoria West,-25.7494725,28.1568104,8.214793782655772
700220574,Gt,Bula-Dikgoro Primary School,Open,Public,Primary School,Ordinary,28.398660474,-25.704106379,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900016,"27400, Rammupudu, Mamelodi East, Mamelodi, Pretoria",128158010,128158010,Yes,No,Urban,Mamelodi West,-25.7083622,28.3478165,17.33809946227304
700241240,Gt,Sediba-Sa-Tsebo Primary School,Open,Public,Primary School,Ordinary,28.111116811,-25.493306315,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900088,"838, Block Dd, Soshanguve, Pretoria",127901241,127901241,Yes,No,Urban,Block Dd Soshanguve,-25.49299,28.11404,32.69558381485535
700911767,Gt,Ratshepo Secondary School,Open,Public,Secondary School,Ordinary,28.254498183,-25.378905676,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900075,"2026, Manyeleti Section, Temba, Hammanskraal, Pretoria",129426603,129426603,Yes,No,Urban,Temba,-25.3802778,28.2630556,42.75506535004436
700221523,Gt,Vukauzenzele Primary School,Open,Public,Primary School,Ordinary,28.37355707,-25.7401383,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900086,"1617, Corner Alwyn & Moroka Swallows, Nellmapius, , Pretoria",128142005,128142005,Yes,No,Urban,Nellmapius,-25.7358,28.3637,13.73947372038642
700910678,Gt,Tokyo Sexwale Primary School,Open,Public,Primary School,Ordinary,27.99515654,-25.609947672,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900031,"1949, Mogale, Zone 1, Ga-Rankuwa, Pretoria",127003541,127003541,Yes,No,Urban,Ga-Rankuwa,-25.6041667,28.0052778,29.90233206509375
700240325,Gt,Laerskool Theresapark,Open,Public,Primary School,Ordinary,28.140348673,-25.666913319,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900098,"1, C/O Leguan & Hartebeesstr, Theresapark, Pretoria",125211186,125211186,Yes,Yes,Urban,Theresapark,-25.6730556,28.1444444,14.68783042283469
700211060,Gt,Springvale Primary School,Open,Public,Primary School,Ordinary,28.148095853,-25.858261951,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900070,"01, Friederiche Street, Wierda Park, Centurion",126600024,126600024,Yes,Yes,Urban,Wierda Park,-25.7435894,28.1426968,13.8315598510808
700401008,Gt,Amberfield College,Open,Independent,Combined School,Ordinary,28.121191,-25.886404,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900048,"4810, Amampondo Street, Rooihuiskraal North, Centurion",125343344,125343344,No,Yes,Urban,Rooihuiskraal,-25.8933333,28.1513889,17.95351365075225
700210021,Gt,Bronkhorstspruit Primary School,Open,Public,Primary School,Ordinary,28.710772,-25.808736,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900102,"365, Cnr Verbena & Madeliefie Str, Riamar Park, Riamar Park, Bronkhorstspruit",139320160,139320160,Yes,Yes,Urban,Riamar Park,-25.8093474101,28.7150460057,47.53972378100997
700232687,Gt,Brindhaven Primary School,Open,Public,Primary School,Ordinary,28.08626615,-25.7437837,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900007,"225, Festura Crescent, Lotus Gardens, Pretoria",123781625,123781625,Yes,Yes,Urban,Lotus Gardens,-25.7483451,28.07831721410718,15.52537228547819
700241059,Gt,Padisago Primary School,Open,Public,Primary School,Ordinary,28.098049,-25.488973,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900094,"343, Block Bb, Soshanguve, Pretoria",127903420,127903420,Yes,Yes,Urban,Soshanguve,-25.5263889,28.0994444,33.66907447980954
700922475,Gt,Strauss Secondary School,Open,Public,Secondary School,Ordinary,28.729533309,-25.657618645,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900104,"1106, Section F, Ekangala, Bronkhorstspruit, Bronkhorstspruit",742771902,742771902,Yes,No,Urban,Section F Ekangala,-25.66935,28.73458,50.60776688736243
700925447,Gt,Sihluziwe Primary School,Open,Public,Primary School,Ordinary,28.727420817,-25.658139858,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900104,"1105, Section  F, Ekangala, , Bronkhorstspruit",129425336,129425336,Yes,No,Urban,Section F Ekangala,-25.66935,28.73458,50.38802502789995
700400582,Gt,Matlapeng Primary School,Open,Public,Primary School,Ordinary,28.07838393,-25.560210574,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900089,"641, Cnr Mokhetle Street And Umkhobeza Street, Block Ww, Soshanguve, Pretoria",127918014,127918014,Yes,No,Urban,Block Ww Soshanguve,-25.561356,28.079257,27.81590177444594
700230797,Gt,Laerskool Booysens,Open,Public,Primary School,Ordinary & Full Service,28.12596144,-25.708494301,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900055,"20, C/O Wilhelm And Attie Street, Booysens, Hercules, Pretoria",123795195,123795195,Yes,Yes,Urban,Booysens,-25.7097222,28.1266667,12.96013166822531
700400075,Gt,Steve Tswete Secondary School,Open,Public,Secondary School,Ordinary,28.094438,-25.907642,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900106,"2711, Umzakuzi Street, Ext 21, Olievenhoutbosch, Centurion",649156638,649156638,Yes,No,Urban,Olievenhoutbosch,-25.88841,28.09172,21.49542286104199
700911268,Gt,Modiselle Primary School,Open,Public,Primary School,Ordinary,28.01775862,-25.580191864,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900032,"1735, Mokonyane Street Zone 7, Ga Rankuwa, Pretoria",127003267,127003267,Yes,No,Urban,Ga-Rankuwa,-25.6041667,28.0052778,30.19989436236446
700400554,Gt,Laezonia Primary School,Open,Public,Primary School,Ordinary,28.006161,-25.8806,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900048,"80, Plot 80, Doornrandjes, Laezonia, Pretoria",126693308,126693308,Yes,No,Rural,Doornrandjies,-25.87576,28.00912,26.6758512092888
700210658,Gt,Laerskool Constantiapark,Open,Public,Primary School,Ordinary,28.2828717,-25.80739917,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900083,"137, Duvernoy Street, Constantiapark, Pretoria",127619500,127619500,Yes,Yes,Urban,Constantia Park,-25.8080556,28.2822222,6.448268924788683
700220046,Gt,Nantes Primary School,Open,Public,Primary School,Ordinary,28.32173973,-25.71135096,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900043,"500, Sionsberg Road, Eersterust, Eersterust, Pretoria",128067001,128067001,Yes,Yes,Urban,Eersterust,-25.7206225,28.3064556,10.15993144704473
700910531,Gt,Ikeleng Primary School,Open,Public,Primary School,Ordinary,28.05187268,-25.485747594,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900019,"138, Phase 2, Lebanon, Mabopane, Pretoria",725854948,725854948,Yes,No,Urban,Lebanon Mabopane,-25.48777,28.04926,36.17525971037012
700231423,Gt,Sunnyside Primary School,Open,Public,Primary School,Ordinary,28.205131703,-25.756508345,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900059,"146, Celliers Street, Sunnyside, , Pretoria",123438049,123438049,Yes,Yes,Urban,Sunnyside,-25.7535,28.2079,3.54303564572915
700220749,Gt,Lehlabile Secondary School,Open,Public,Secondary School,Ordinary,28.3905163,-25.71312586,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900016," 136, Broadway Street, Mamelodi, Mamelodi, Pretoria",128019220,128019220,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,16.20897216882462
700400396,Gt,Hammanskraal Secondary School,Open,Public,Secondary School,Ordinary,28.286918236,-25.402689507,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900049,"354, Lovers Lane, Mandela Village, Pretoria",128820860,128820860,Yes,No,Urban,Mandela Village,-25.3975,28.2936111,40.37746445141538
700231324,Gt,Pretoria High School For Girls,Open,Public,Secondary School,Ordinary,28.22764863,-25.75096338,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900092,"949, Park Street, Arcadia,  Pretoria",124307341,124307341,Yes,Yes,Urban,Arcadia,-25.7453,28.203,1.910128139610442
700230888,Gt,Laerskool Generaal Nicolaas Smit,Open,Public,Primary School,Ordinary,28.13731459,-25.71595934,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900001,"945, C/O Bremer & Pretoria, Claremont, Pretoria West, Pretoria",123792232,123792232,Yes,Yes,Urban,Claremont,-25.717,28.1371,11.56499851376402
700220178,Gt,Hoërskool Oos-Moot,Open,Public,Secondary School,Ordinary,28.24003102,-25.70752802,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900052,"1120, Haarhoffstreet, Villieria, Pretoria",123320601,123320601,Yes,Yes,Urban,Villieria,-25.7161111,28.2355556,6.323085632768575
700911794,Gt,Refalotse Primary School,Open,Public,Primary School,Ordinary,28.074846667,-25.486123333,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900009," 1607, Five Morgan, Wintervelt, Pretoria",120230289,120230289,Yes,No,Urban,Winterveld,-25.416667,28.033333,34.99336778039321
700231613,Gt,Dr Wf Nkomo Secondary School,Open,Public,Secondary School,Ordinary,28.07418076,-25.77776532,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900051,"  84, Khudu Street, Atteridgeville, Pretoria",123737800,123737800,Yes,No,Urban,Atteridgeville,-25.7629818,28.0748568,16.62734609568598
700240267,Gt,Laerskool Danie Malan,Open,Public,Primary School,Ordinary,28.17938131,-25.6765646,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900002,"279, Koos De La Rey Street, Pretoria North, Pretoria",125461358,125461358,Yes,Yes,Urban,Pretoria North,-25.672735,28.1734163,11.45755332730426
700241505,Gt,Uthando Primary School,Open,Public,Primary School,Ordinary,28.122686,-25.475051,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900026,"1623, Block R, Soshanguve, Pretoria",721357310,721357310,Yes,No,Rural,Block R Soshanguve,-25.47277,28.12156,34.14830740559891
700400909,Gt,Ga-Rankuwa Primary School,Open,Public,Primary School,Ordinary,27.988149,-25.571392,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900030,"548, Ga-Rankuwa Unit 23, Ga-Rankuwa, Pretoria",649211916,649211916,Yes,No,Urban,Ga-Rankuwa,-25.6041667,28.0052778,33.07459165969537
700913618,Gt,Seageng Secondary School,Open,Public,Secondary School,Ordinary,28.044346,-25.568967,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900039," 101, Erf 101, Erasmus, Erasmus, Pretoria",127003007,127003007,Yes,No,Urban,Erasmus,-25.60898524,28.05938387,29.20299420732281
700240580,Gt,Botse-Botse Secondary School,Open,Public,Secondary School,Ordinary,28.091590275,-25.466419684,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900094,"1352, Baxoxele Street, Soshanguve, Soshanguve, Pretoria",127984748,127984748,Yes,No,Rural,Soshanguve,-25.5263889,28.0994444,36.21178711247089
700241232,Gt,Ruabohlale Junior Secondary School,Open,Public,Secondary School,Ordinary,28.070238274,-25.556821814,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900089,"528, Block Tt, Soshanguve, Pretoria",127911511,127911511,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,28.60016810639945
