NatEmis,Province,Official_Institution_Name,STATUS,Sector,Phase_PED,Specialisation,GIS_Long,GIS_Lat,District Mun Name,Local MunName,Ward_ID,Town_City,StreetAddress,Telephone,Section21,School Fees,Urban_Rural,Town_Suburb,Towns/suburb,suburb_coordinates
700210674,GT,LAERSKOOL DORINGKLOOF,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.20474352,-25.85907076,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900065,PRETORIA,"164, KARIN STREET, DORINGKLOOF, CENTURION",126671977,YES,Yes,URBAN,DORINGKLOOF,Doringkloof,"(-25.8563889, 28.2102778)"
700240275,GT,LAERSKOOL HAAKDOORN,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.13422781,-25.59989482,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900096,PRETORIA,"247, SWAELTJIE STREET, HAAKDOORNBOOM, PRETORIA",125619013,YES,Yes,RURAL,HAAKDOORNBOOM,Haakdoornboom,"(-25.5871397, 28.1366795)"
700911112,GT,MAROKOLONG PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.288564358,-25.384599407,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900074,PRETORIA,"0943, MOSANA AVENUE, MAROKOLONG VILLAGE, HAMMANSKRAAL, PRETORIA",129426596,YES,No,URBAN,MAROKOLONG,Marokolong,"(-25.3847222, 28.2927778)"
700221507,GT,JAN KOTLOLO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.361844,-25.729675,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900086,PRETORIA,"2228, HALLELUJAH STREET, NELLMAPIUS, SILVERTON, PRETORIA",128140082,YES,No,URBAN,NELLMAPIUS,Nellmapius,"(-25.7358, 28.3637)"
700220327,GT,LAERSKOOL LINDOPARK,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.27192971,-25.71190129,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900087,PRETORIA,"24, CARNATION STREET, LINDOPARK, PRETORIA",128001608,YES,Yes,URBAN,LINDOPARK,Lindopark,"(-25.7134692, 28.2770757)"
700240499,GT,A RE THABENG PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.106024902,-25.542361802,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900036,PRETORIA,"1670, BLOCK L, SOSHANGUVE, PRETORIA",127972726,YES,No,URBAN,BLOCK L SOSHANGUVE ,Block L Soshanguve ,"(-25.54041, 28.09889)"
700241075,GT,PHAKAMONOLA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.084036,-25.464726,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900011,PRETORIA,"194, BLOCK LL, SOSHANGUVE, PRETORIA",120230760,YES,No,URBAN,BLOCK L SOSHANGUVE,Block L Soshanguve,"(-25.54041, 28.09889)"
700231902,GT,SEFAKO MAPOGO MAKGATHO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.06188544,-25.774446,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900068,PRETORIA,"2, SAKWENG, SAULSVILLE, SAULSVILLE, PRETORIA",123755412,YES,No,URBAN,SAULSVILLE,Saulsville,"(-25.7702778, 28.0547222)"
700211144,GT,SUTHERLAND HIGH SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.143744699,-25.840894651,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900070,PRETORIA,"1333, WILLEM BOTHA AVENUE, ELDORAIGNE, CENTURION",126585880,YES,Yes,URBAN,ELDORAIGNE,Eldoraigne,"(-25.8444444, 28.1580556)"
700241398,GT,TIPFUXENI PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.088726676,-25.528929723,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900035,PRETORIA,"1960, SOSHANGUVE, TSHWANE, TSHWANE, PRETORIA",818462100,YES,No,RURAL,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700210831,GT,LAERSKOOL UITSIG,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.13156869,-25.89874737,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900064,PRETORIA,"46, YELANDASTREET, THE REEDS, CENTURION",126550753,YES,Yes,RURAL,THE REEDS,The Reeds,"(-25.8991667, 28.1341667)"
700910780,GT,KULANI PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.06573792,-25.445827344,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900024,PRETORIA,"1378, ANGLICAN STAND, WINTERVELDT, PRETORIA",825542591,YES,No,URBAN,WINTERVELDT,Winterveldt,"(-25.48843435, 28.07315823773349)"
700220608,GT,EMASANGWENE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.410656,-25.707759,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900017,PRETORIA,"25675, EMASANGWENI STREET, MAMELODI EXT 7, MAMELODI EAST, PRETORIA",129425337,YES,No,URBAN,MAMELODI EAST,Mamelodi East,"(-25.7102, 28.4008)"
700241216,GT,RIVONINGO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.082747,-25.457133,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900011,PRETORIA,"971, BLOCK JJ, SOSHANGUVE, PRETORIA",127132011,YES,No,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700910276,GT,DIKGAKOLOGO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.05565358,-25.45232909,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900024,PRETORIA,"1336, KLIPPAN, WINTERVELDT, WINTERVELDT, PRETORIA",825562505,YES,No,URBAN,WINTERVELDT,Winterveldt,"(-25.48843435, 28.07315823773349)"
700400520,GT,MAHUBE VALLEY PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.410053,-25.702517,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900017,PRETORIA,"59, S S MOKONE, MAHUBE VALLEY, MAMELODI, PRETORIA",798676824,YES,No,URBAN,MAMELODI,Mamelodi,"(-25.7158053, 28.3808295)"
700232645,GT,CHRISTIAN PROGRESSIVE SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.19056112,-25.74412911,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900058,PRETORIA,"142, ANDRIES STREET, , PRETORIA",123287944,NO,Yes,URBAN,PRETORIA CENTRAL,Pretoria Central,"(-25.7518426, 28.1899743)"
700210823,GT,LAERSKOOL TYGERPOORT,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.35498458,-25.7964116,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900101,PRETORIA,"41, HENRYLAAN, SHERE, PRETORIA",128090029,YES,Yes,RURAL,SHERE,Shere,"(-25.7976, 28.3588)"
700400699,GT,ROSSLYN PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.055307,-25.625377,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900032,PRETORIA,"667, INHLAVA STREET, NKWE ESTATE, ROSSLYN EXT. 15, PRETORIA",127860809,YES,No,URBAN,NKWE ESTATE,Nkwe Estate,"(-25.5015123153, 28.0386664778)"
700220715,GT,MAHUBE VALLEY SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.412144,-25.699791,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900017,PRETORIA,"627, SS MOKONE STREET, MAHUBE VALLEY, MAMELODI EAST, PRETORIA",124016300,YES,No,URBAN,MAHUBE VALLEY,Mahube Valley,"(-25.702388, 28.4098589)"
700210161,GT,HOËRSKOOL ELDORAIGNE,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.14650789,-25.84267398,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900070,PRETORIA,"26, CHRISTOPHERWEG, ELDORAIGNE, CENTURION",126602066,YES,Yes,URBAN,ELDORAIGNE,Eldoraigne,"(-25.8444444, 28.1580556)"
700240317,GT,LAERSKOOL STEPHANUS ROOS,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.22164751,-25.679544219,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900050,PRETORIA,"273, ANTUN STRAAT, , SINOVILLE, PRETORIA",125675121,YES,Yes,URBAN,SINOVILLE,Sinoville,"(-25.6755556, 28.2197222)"
700241273,GT,SENTHIBELE SENIOR SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.126028,-25.474462,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900027,PRETORIA,"1556, BLOCK R, SOSHANGUVE, PRETORIA",129439228,YES,No,URBAN,BLOCK R SOSHANGUVE,Block R Soshanguve,"(-25.47277, 28.12156)"
700212267,GT,WALTER SISULU PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY & FULL SERVICE,28.098513,-25.909806,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900106,PRETORIA,"2675, UMHLUME, OLIEVENHOUTBOSCH, CENTURION",126521151,YES,No,URBAN,OLIEVENHOUTBOSCH,Olievenhoutbosch,"(-25.88841, 28.09172)"
700221440,GT,RAMAHLALE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.404118,-25.710969,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900016,PRETORIA,"28790, BUTHELEZI STREET EXT 5, MAMELODI EAST, MAMELODI, PRETORIA",128127870,YES,No,URBAN,MAMELODI EAST,Mamelodi East,"(-25.7102, 28.4008)"
700241158,GT,REFITHLILE PELE PRIMARY SCHOOL NO 1,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.070256668,-25.559803796,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900089,PRETORIA,"1714, BLOCK TT, SOSHANGUVE, PRETORIA",127918050,YES,No,RURAL,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700240929,GT,MAKHOSINI COMBINED SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.08998235,-25.44806287,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900011,PRETORIA,"523, SOSHANGUVE, SOSHANGUVE, PRETORIA",127130907,YES,No,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700220582,GT,CORNERSTONE COLLEGE SEC. SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.299035,-25.727896667,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900041,PRETORIA,"530, MORELETA  STREET, , SILVERTON, PRETORIA",128048350,NO,Yes,URBAN,SILVERTON,Silverton,"(-25.7298, 28.3024)"
700220160,GT,HOËRSKOOL F H ODENDAAL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.28560203,-25.69846727,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900087,PRETORIA,"200, BAVIAANSPOORTWEG, DERDEPOORT, EAST LYNN, PRETORIA",128001141,YES,Yes,URBAN,DERDEPOORT,Derdepoort,"(-25.6738889, 28.2572222)"
700220335,GT,LAERSKOOL MEYERSPARK,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.31455023,-25.7400593,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900041,PRETORIA,"211, MANSER STREET, MEYERSPARK, PRETORIA",128037505,YES,Yes,URBAN,MEYERSPARK,Meyerspark,"(-25.7394444, 28.32)"
700220194,GT,HOËRSKOOL STAATSPRESIDENT C R SWART,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.25733081,-25.70911576,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900084,PRETORIA,"1371, COLLINS AVENUE, WAVERLEY, PRETORIA",123333712,YES,Yes,URBAN,WAVERLEY,Waverley,"(-25.7010, 28.2560)"
700220061,GT,P S FOURIE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.31209776,-25.7146801,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900043,PRETORIA,"0, ST. JOSEPH AVE, EERSTERUST, PRETORIA",128065023,YES,Yes,URBAN,EERSTERUST,Eersterust,"(-25.7206225, 28.3064556)"
700221028,GT,STANZA BOPAPE SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.389165385,-25.703223767,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900093,PRETORIA,"13413, MATLHARE STREET, MAMELODI EAST, MAMELODI, PRETORIA",722779113,YES,No,URBAN,MAMELODI,Mamelodi,"(-25.7158053, 28.3808295)"
700230086,GT,OMAR H.S.EBRAHIM LOTUS GARDENS PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.08973868,-25.749558145,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900007,PRETORIA,"131, CYEME CRESCENT, LOTUS GARDENS, , PRETORIA",123781491,YES,Yes,URBAN,LOTUS GARDENS,Lotus Gardens,"(-25.7483451, 28.078317214107177)"
700400278,GT,PRETORIA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.19744,-25.755523,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900080,PRETORIA,"169, CNR RISSIK AND GERARD MOERDYK STREET, SUNNYSIDE, PRETORIA",124409921,YES,Yes,URBAN,SUNNYSIDE,Sunnyside,"(-25.7535, 28.2079)"
700910574,GT,ITSENG PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,27.983452044,-25.421436883,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900024,PRETORIA,"1032, 10 MORGAN, WINTERVELDT, WINTERVELDT, PRETORIA",127251300,YES,No,URBAN,WINTERVELDT ,Winterveldt ,"(-25.48843435, 28.07315823773349)"
700911609,GT,PELOTONA PRIMARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.04125748,-25.51672384,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900020,PRETORIA,"246, PELOTONA, MABOPANE, MABOPANE, PRETORIA",127010249,YES,No,URBAN,MABOPANE,Mabopane,"(-25.5080556, 28.0680556)"
700241810,GT,BOKAMOSO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.082627179,-25.584805074,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900037,PRETORIA,"6113, EXTENSION 4, SOSHANGUVE, PRETORIA",129426597,YES,No,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700241117,GT,PRESTIGE COLLEGE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.27317585,-25.42713243,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900049,WONDERBOOM,"116, EIKE AVENUE, , KLIPDRIFT, WONDERBOOM",127118600,NO,Yes,RURAL,KLIPDRIFT WONDERBOOM,Klipdrift Wonderboom,"(-25.220, 28.190)"
700230128,GT,AFRIKAANSE HOËR SEUNSKOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.22232476,-25.75645992,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900092,PRETORIA,"1, LYNNWOODWEG, CLYDESDALE, , PRETORIA",123443805,YES,Yes,URBAN,CLYDESDALE,Clydesdale,"(-25.79772, 28.21533)"
700400154,GT,SK MOSENEKE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.078631,-25.753965,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900007,PRETORIA,"101, RUTHFIRST & JOE MODISE, LOTUS GARDENS, , PRETORIA",123781606,YES,No,URBAN,LOTUS GARDENS,Lotus Gardens,"(-25.7483451, 28.078317214107177)"
700211441,GT,KGORO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.7190208,-25.7875743,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900102,PRETORIA,"834, KABINI, ZITHOBENI, BRONKHORSTSPUIT, PRETORIA",129428012,YES,No,URBAN,ZITHOBENI,Zithobeni,"(-25.7863889, 28.72)"
700210849,GT,VHALLIESPARK PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.15248477,-25.80526317,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900066,PRETORIA,"72, BOTHMAWEG, VALHALLA, , PRETORIA",126513102,YES,Yes,URBAN,VALHALLA,Valhalla,"(-25.8105, 28.1503)"
700920778,GT,BAWEZE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY & FULL SERVICE,28.74298884,-25.69339162,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900103,BRONKHORSTPRUIT,"310, 310 SECTION A, EKANGALA, BRONKHORSTPRUIT, BRONKHORSTPRUIT",139344402,YES,No,URBAN,SECTION A EKANGALA,Section A Ekangala,"(-25.6768, 28.733997)"
700240366,GT,LAERSKOOL WONDERBOOM,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.19917651,-25.68286934,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900050,PRETORIA,"0044, BRAAM PRETORIUS STREET, ANNLIN, PRETORIA",125430208,YES,Yes,URBAN,ANNLIN,Annlin,"(-25.655, 28.1980556)"
700220863,GT,MOGALE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.39263,-25.722145,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900016,PRETORIA,"1473, MORULA STREET, MAMELODI GARDENS, MAMELODI, PRETORIA",128016340,YES,No,URBAN,MAMELODI,Mamelodi,"(-25.7158053, 28.3808295)"
700230185,GT,BURGHER RIGHT PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.15885423,-25.750762859,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900060,PRETORIA,"370, FREDERICK, PRETORIA WEST, , PRETORIA",123270440,YES,Yes,URBAN,PRETORIA WEST,Pretoria West,"(-25.7494725, 28.1568104)"
700220574,GT,BULA-DIKGORO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.398660474,-25.704106379,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900016,PRETORIA,"27400, RAMMUPUDU, MAMELODI EAST, MAMELODI, PRETORIA",128158010,YES,No,URBAN,MAMELODI WEST,Mamelodi West,"(-25.7083622, 28.3478165)"
700241240,GT,SEDIBA-SA-TSEBO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.111116811,-25.493306315,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900088,PRETORIA,"838, BLOCK DD, SOSHANGUVE, PRETORIA",127901241,YES,No,URBAN,BLOCK DD SOSHANGUVE,Block Dd Soshanguve,"( -25.49299, 28.11404)"
700911767,GT,RATSHEPO SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.254498183,-25.378905676,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900075,PRETORIA,"2026, MANYELETI SECTION, TEMBA, HAMMANSKRAAL, PRETORIA",129426603,YES,No,URBAN,TEMBA,Temba,"(-25.3802778, 28.2630556)"
700221523,GT,VUKAUZENZELE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.37355707,-25.7401383,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900086,PRETORIA,"1617, CORNER ALWYN & MOROKA SWALLOWS, NELLMAPIUS, , PRETORIA",128142005,YES,No,URBAN,NELLMAPIUS,Nellmapius,"(-25.7358, 28.3637)"
700910678,GT,TOKYO SEXWALE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,27.99515654,-25.609947672,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900031,PRETORIA,"1949, MOGALE, ZONE 1, GA-RANKUWA, PRETORIA",127003541,YES,No,URBAN,GA-RANKUWA,Ga-Rankuwa,"(-25.6041667, 28.0052778)"
700240325,GT,LAERSKOOL THERESAPARK,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.140348673,-25.666913319,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900098,PRETORIA,"1, C/O LEGUAN & HARTEBEESSTR, THERESAPARK, PRETORIA",125211186,YES,Yes,URBAN,THERESAPARK,Theresapark,"(-25.6730556, 28.1444444)"
700211060,GT,SPRINGVALE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.148095853,-25.858261951,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900070,PRETORIA,"01, FRIEDERICHE STREET, WIERDA PARK, CENTURION",126600024,YES,Yes,URBAN,WIERDA PARK,Wierda Park,"(-25.7435894, 28.1426968)"
700401008,GT,AMBERFIELD COLLEGE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.121191,-25.886404,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900048,PRETORIA,"4810, AMAMPONDO STREET, ROOIHUISKRAAL NORTH, CENTURION",125343344,NO,Yes,URBAN,ROOIHUISKRAAL,Rooihuiskraal,"(-25.8933333, 28.1513889)"
700210021,GT,BRONKHORSTSPRUIT PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.710772,-25.808736,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900102,BRONKHORSTSPRUIT,"365, CNR VERBENA & MADELIEFIE STR, RIAMAR PARK, RIAMAR PARK, BRONKHORSTSPRUIT",139320160,YES,Yes,URBAN,RIAMAR PARK,Riamar Park,"(-25.8093474101, 28.7150460057)"
700232687,GT,BRINDHAVEN PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.08626615,-25.7437837,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900007,PRETORIA,"225, FESTURA CRESCENT, LOTUS GARDENS, PRETORIA",123781625,YES,Yes,URBAN,LOTUS GARDENS,Lotus Gardens,"(-25.7483451, 28.078317214107177)"
700241059,GT,PADISAGO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.098049,-25.488973,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900094,PRETORIA,"343, BLOCK BB, SOSHANGUVE, PRETORIA",127903420,YES,Yes,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700922475,GT,STRAUSS SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.729533309,-25.657618645,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900104,BRONKHORSTSPRUIT,"1106, SECTION F, EKANGALA, BRONKHORSTSPRUIT, BRONKHORSTSPRUIT",742771902,YES,No,URBAN,SECTION F EKANGALA,Section F Ekangala,"(-25.66935, 28.73458)"
700925447,GT,SIHLUZIWE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.727420817,-25.658139858,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900104,BRONKHORSTSPRUIT,"1105, SECTION  F, EKANGALA, , BRONKHORSTSPRUIT",129425336,YES,No,URBAN,SECTION F EKANGALA,Section F Ekangala,"(-25.66935, 28.73458)"
